CMPLID,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,AdaptiveCruiseControl1,ForwardCollisionWarning1,LaneDepartureWarning1,AutomaticEmergencyBraking1,BlindSpotMonitoring1,LaneKeepSystem1,RearVisibilityCamera1,AdaptiveHeadlights1,ParkAssist1,ADAS1
1474124,11101797,Ford Motor Company,FORD,ESCAPE,2014,N,20171214,N,,,power train,GARDINER,ME,1FMCU9GX2EU,20180614,20180614,100000,,"i purchased my 2014 escape eco boost used in mid 2015. it was 1.5 years old with 74k miles. in december of 2017 the transmission completely stopped shifting with no warning or indication previously. i stopped to get gas one night and took back off and it slipped in second gear and never reengaged. there were no warning lights or code indicators showing on the dash and there was nothing in the way it was driving and shifting previously to make me think there was an issue. it literally just happened all at once. the repair consisted of a complete rebuild. the pressure control solenoid, tcc solenoid, bushing and bearings were replaced totaling an out of pocket $2900.00 on a vehicle that was less thank 4 years old. upon further research i have found that this seems to be a common issue with the eco boost and there is even a recall on the 2008 escapes. as well as some of the 2017 models.",IVOQ,N,,N,N,N,,,,,,5,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1435196,11057171,Chrysler (FCA US LLC),CHRYSLER,PACIFICA,2017,N,20171225,N,,,electronic stability control,ALLAGASH,ME,2C4RC1DGXHR,20171228,20171228,1200,,"pacifica stalling recall  i am writing this email to inform you of an issue we have had with our brand new 2017 chrysler pacifica touring.  leaving our in-laws the other day, which mind you is directly across the street, we got to the end of the driveway to stop and look both ways ;) and the auto shut off engaged. when we released the break the car never turned back on and but stalled and rolled into the street, park break engaged and left us in the middle of the road. we tried pushing the button to turn the car back on and nothing...  the car was still on but not running and wouldn't start.  after disconnecting the battery and reconnecting we were able to start the car but none of the gears worked... no gear would engage when turning the knob, the emergency park brake would not dis-engage.  we disconnected he battery one more time... meanwhile still sitting t-boned in the middle of the road, waited about 30 seconds and reconnected at which time we were able to restart and turn the knob to low (no other gear would work and the park brake was still engaged, but it moved enough to get us out of the road and into our own driveway.  we shut it off and called the dealership who towed it to their garage.they said they flashed the auto shut off feature and have not been able to replicate the problem.  i feel it necessary to report this incident as it seems there have been many complaints of this vehicle stalling with no recall. i am concern this will happen again and maybe next time i won't be so luck to be stranded in the middle of the road on a slow christmas morning.   please advise me as to where and what i should do next. i will be picking up the vehicle (which i love by the way) tomorrow and crossing my fingers.       thank you for your attention to this matter.    sincerely,  edie & ben pelletier  vin# 2c4rc1dgxhr804612  mileage 1200  ",IVOQ,N,,N,N,N,,,,,,5,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1189434,10723799,Chrysler (FCA US LLC),CHRYSLER,200,2015,N,20150528,N,0,0,power train,JACKSONVILLE,FL,,20150607,20150607,1923,,i was driving in a school zone at about 15 mph when the car jerked then bounced 3 or 4 times.  the slowed and when i pressed the gas the rpm's increased but the car did not accelerate. i pulled into a parking lot and put the car in psrk but the d was flashing as if it was still in drive.  warning light were also flashing.  after several minutes i was able to restart the car an drive to work.  since then it feels like the transmission is always trying to change gears.  ,IVOQ,N,,N,N,N,,,,,,15,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1214140,10759739,Ford Motor Company,FORD,F-150,2015,N,20150811,N,0,0,engine,LOXAHATCHEE,FL,1FTEX1CP5FF,20150827,20150827,15657,,"after morning startup, vehicle stumbled, hesitated on acceleration into traffic. vehicle stalled after approximately driving 1 mile. would re-start, only idle, then stall when put into drive and attempted to re-enter traffic. i had towed to closest ford dealership for warranty repairs. my vehicle was returned over two weeks later. the service invoice outlined that the low pressure fuel pump was found bad, shorted and connecting plug to harness melted. they replaced fuel pump and repaired harness plug. vehicle was not fixed. over the two week period the vehicle was at the dealership, the fuel pump driver, body control module, and last the engine control module was replaced to repair the problem.  my major concern is the melted fuel pump plug. i would think there would be adequate fusible link protection to keep this kind of problem from happening especially when affecting an in tank fuel pump. this might lead to fuel fires and also accidents due to loss of power from the engine. i was fortunate to be able to safely get my vehicle on the road shoulder, and then onto a side street with minimal traffic.  another issue is that one device failure creating failures in multiple vehicle control systems that would cost the consumer  thousands of dollars out of warranty to repair. i was told that a ford field engineer was sent to assist the dealership, after his visit, the ecm was replaced which made the vehicle functional again. adequate overcurrent protection on the fuel pump should have prevented damaging the other critical parts.  ford has put a lot of these vehicles on the road with the fuel efficiency new engineering as a major marketing tool. i fear the vehicle may have been rushed to production with inherent flaws that could be a danger to owners and the public.",IVOQ,N,,N,N,N,,,,,,45,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1388662,11002680,Chrysler (FCA US LLC),DODGE,CARAVAN,2017,N,20170701,N,,,structure:body,NORTH ROYALTON,OH,2C4RDGBG1HR,20170702,20170702,100,,"after heavy rain over the night, while the van was parked, a lot of water ended in the rear interior, luggage area, so in the morning without a draining plug i couldn't drain it out from underneath, but had to collect it with towel and paper in order to put there my food i just bought. i guess the gap between the roof and rear-5th door is too wide, because i cannot see the rubber which goes around is bad. my other vehicle, parked by this one, also with 5th door stayed dry, and this van has only 100 miles.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1284653,10870047,Chrysler (FCA US LLC),DODGE,DART,2014,Y,20160310,N,,,suspension,TROY,MI,1C3CDFEB6ED,20160520,20160520,22107,,"at low speed ~15 mph , in my subdivision during a snowy evening i hit and object.  no tire damage, however the lower control arm broke.  after collecting the broken part and presenting to a material expert, the aluminum casting showed two casting defect at the breakage point. raising concern of safety.",IVOQ,N,,N,N,N,,,,,,15,,,,,,,,,,,,,,V,,N,Y,0,0,0,0,0,0,0,0,0,0
1264791,10838813,Chrysler (FCA US LLC),JEEP,GRAND CHEROKEE,2015,N,20160106,N,,,power train,COMMACK,NY,1C4RJFAG1FC,20160228,20160228,250000,,"car going forward slowly ....attempting to park car.... placed shift lever towards park ,all the way forward...pushed the ignition button.(to shut off ignition).    opened drivers door to get out & found car moving  backwards ,engine still running .....applied brake, stopped car, no damage....found shift lever indicator  to be in reverse & engine still  running  .... thinking back  i have had other times when i had thought car ign. was off but was not........i have duplicated this condition,on purpose, several times ,sense then ,in an empty parking lot ........engine will not shut off unless car is in park......transmission will not go into park,,, but reverse,,,,if car is moving very slightly forward making ignition button useless.    no solid feeling from shift lever that the car is in park...........this is my 4th jeep grand cher. all with consule shift, & over 150,000 on each with no such problems.",IVOQ,N,,N,N,N,,,,,,1,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1253970,10820506,Chrysler (FCA US LLC),JEEP,GRAND CHEROKEE,2015,N,20160114,N,,,engine,GLENVIEW,IL,1C4RJFJT9FC,20160115,20160115,25550,,"tl* the contact owns a 2015 jeep grand cherokee. while the vehicle was parked in the garage without the key in the ignition, it was discovered that the vehicle had independently started. the contact entered the garage on two occasions without the key fob in his pocket and the vehicle was not running. the doors were locked. the contact depressed the door open button on the fob, unlocked the vehicle, and powered the vehicle off. the vehicle was not taken to the dealer. the manufacturer was not made aware of the failure. the approximate failure mileage was 25,550. ",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1406125,11022311,Ford Motor Company,FORD,F-150,2015,Y,20170809,N,,,structure:body,GERMANTOWN,MD,1FTEW1CP5FK,20170908,20170908,,,"truck was in motion (straight lane) on dry pavement street.  driver pushed on brakes to stop and nothing happened.  truck kept moving forward and hit a stopped car waiting at a red light.  after impact, the truck was driven to the curb and was able to come to a complete stop with the brakes.",IVOQ,Y,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,Y,0,0,0,0,0,0,0,0,0,0
1469623,11098046,"Porsche Cars North America, Inc.",PORSCHE,718,2017,N,20180526,N,,,seat belts,NORTH BETHESDA,MD,WP0AA2A88HS,20180526,20180526,100,,both headlights get foggy condensation    driver side seat belt retractor lose and making rattling noise    windshield wiper has poor contact with front windshield. poor visibility on rainy day    ,IVOQ,N,,N,N,N,,,,,,35,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1311235,10875132,"Polaris Industries, Inc.",POLARIS,SLINGSHOT,2016,N,20160801,N,,,seats,WASHINGTON,DC,57XAASFA2G7,20160823,20160823,,3,2016 polaris slingshot.  consumer writes in regards to drivers seat slides out of position while driving.  *smd  the consumer stated the seat would fly backwards. the consumer also stated a warning light illuminated and it seemed to reflect a change in the steering. *jb,LETR,N,20150309,N,N,N,,,,,,55,,,,,,,,,PEAK POWERSPORTS INC,905-681-7270,WASHINGTON,DC,20590,V,,N,N,0,0,0,0,0,0,0,0,0,0
1422316,11044282,Ford Motor Company,FORD,FOCUS,2014,N,20170720,N,,,fuel/propulsion system,HUMBLE,TX,1FADP3F23EL,20171107,20171107,65000,,"car transmission jerks, sputters, accelerates and stalls.  in addition now having issues with fuel tank not guaging and now it hesitates, stalls out and is not safe.  car suddenly stopped running had to be towed to the shop and shop advised the fuel tank guage was not operating and registering gas.  now i am going to have to take it back to the shop as it appears it may involve fuel tank, fuel pump and vapor management.  i only know this is because searching on line i see many simiilar complaints about the jerking transmission problems, and problems with the vehicle stalling out.  it says ford is not acknowleding this as a problem.  i believe they need to recall this and fix this although it appears based on reviews even after repeated attempts to fix it is still not resolved.  many customers have had to pay thousands of dollars.  this vehicle is not safe to drive and is in a class action lawsuit.",IVOQ,N,,N,N,N,,,,,,30,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1418444,11040755,Honda (American Honda Motor Co.),HONDA,PILOT,2017,N,20171028,N,,,vehicle speed control,WORCESTER,MA,5FNYF6H91HB,20171028,20171028,10000,,"if i set cruise control and go down a hill or incline it does not maintain the cruise control and continuously gains speed up to 10-15 miles over what it is set at.   could go higher, but i notice it and hit the brake which shuts it off.   i brought this to the attention of the dealer where i purchased the car and they say this is normal and there is nothing wrong with it.   i disagree and see this as a safety issue.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1437279,11060842,"Nissan North America, Inc.",NISSAN,ROGUE,2017,N,20180105,N,,,power train,STATEN ISLAND,NY,JN8AT2MV4HW,20180105,20180105,,,"i heard a very slight noise but no one else  could hear it. after  about 5 months i took the car  to the dealer and he couldn't hear it. 3 more months went by and i insisted that i wanted to test drive it again with a young person who could hear well.   the noise was confirmed.   i have a bent axle, bent strut and  worn bearings",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1457521,11082604,Ford Motor Company,FORD,FLEX,2014,N,20170810,N,,,fuel/propulsion system,OAKLAND,ME,2FMHK6D87EB,20180402,20180402,70000,,"in august 2017 our ford flex stalled and would not start. we were going about 35 mph on a country road. we had only owned it for a few weeks, having purchased it from varney ford in newport, me. had it towed to the dealer who kept it for two weeks and finally said it was fixed, blaming it on a broken shifter. he also reset everything by pulling a battery cable and his explanation sounded pretty vague.     on nov 19, the vehicle cranked but refused to start in a parking lot. i had it towed to my local garage who has been very good to us in the past. he quickly diagnosed the problem as a bad fuel pump driver module and replaced it.    the car has been fine since.    i wouldn't be reporting except for the fact that ecoboost flex and taurus vehicles from the same year were recalled for failure of this module (nhtsa 16v621000, ford recall 16s31).    i believe that my vehicle suffered the same failure as described in the recall. i checked the part numbers at rock auto and both ecoboost and non-ecoboost list the same part number for the pump control module.    as a lifetime service technician (biomedical, x-ray and computers) i believe this needs to be reviewed.    thanks for your attention.",IVOQ,N,,N,N,N,,,,,,35,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
